Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Cholesterol Transport (GO:0030301),7/51,0.00010649926502492332,0.0031122844037871,0,0,7.308449197860963,66.85310702023602,MSR1;CAV1;CD36;ABCA8;CLU;LDLR;ABCG1
GO_Biological_Process_2023,Endocardial Cushion Development (GO:0003197),5/23,0.0001120897680896282,0.0032375695806353,0,0,12.71792870153526,115.68495668089952,BMP2;HEY1;FOXF1;TBX2;ENG
GO_Biological_Process_2023,Extracellular Structure Organization (GO:0043062),10/109,0.00012648811363522535,0.0036114537272402,0,0,4.660108190913878,41.82615898651427,ECM2;COL13A1;ADAMTS1;SPOCK2;COL4A3;COL4A5;SLC39A8;NDNF;ADAMTS8;RECK
GO_Biological_Process_2023,Negative Regulation Of Epithelial Cell Proliferation (GO:0050680),8/70,0.0001299507023820991,0.0036269387046869,0,0,5.936092513694462,53.1182654515766,CDKN1C;TGFBR3;RGCC;CAV2;ALOX5;CAV1;KLF9;FGFR2
GO_Biological_Process_2023,Negative Regulation Of Endothelial Cell Proliferation (GO:0001937),6/37,0.00012926130542568313,0.0036269387046869,0,0,8.876419809177646,79.47657439758076,RGCC;CAV2;ALOX5;CAV1;COL4A3;MMRN2
GO_Biological_Process_2023,Negative Regulation Of Cytokine Production (GO:0001818),13/178,0.00013685229060868067,0.0037356163722193,0,0,3.6484993129384535,32.4592695784033,PTGER4;SFTPD;ARRB1;IRAK3;KLF4;AGER;ZFP36;IL6;TYROBP;RGCC;VSIG4;GAS6;CD34
GO_Biological_Process_2023,External Encapsulating Structure Organization (GO:0045229),10/110,0.00013650473028611966,0.0037356163722193,0,0,4.613270142180094,41.05418893611129,ECM2;COL13A1;ADAMTS1;SPOCK2;COL4A3;COL4A5;SLC39A8;NDNF;ADAMTS8;RECK
GO_Biological_Process_2023,Kidney Development (GO:0001822),8/71,0.00014372942866682105,0.0038389666753589,0,0,5.84156933213537,51.68374027023529,KANK2;MME;WFS1;HYAL2;ZBTB16;AGTR1;ITGA8;TCF21
GO_Biological_Process_2023,Negative Regulation Of Apoptotic Process (GO:0043066),24/482,0.00014245112859798736,0.0038389666753589,0,0,2.454405342923196,21.737469327588556,CX3CR1;NTRK2;ANGPT1;WFS1;CAV1;GATA6;NDNF;PIK3R1;KLF4;SMAD6;CLU;TBX3;AQP1;SOCS2;NR4A2;IL6;GRK5;LAMP3;CAT;PDK4;CAPN3;TEK;GAS6;CRYAB
GO_Biological_Process_2023,Regulation Of Focal Adhesion Assembly (GO:0051893),7/54,0.0001540999129490142,0.0040721721677165,0,0,6.84090112640801,60.04881016882771,MACF1;LIMCH1;FAM107A;TEK;ARHGAP6;GPM6B;FERMT2
GO_Biological_Process_2023,Negative Regulation Of Multicellular Organismal Process (GO:0051241),15/231,0.0001601065770970589,0.0041427576823863,0,0,3.222755129229949,28.16581908419097,PTGER4;PTCH1;LAMA4;NPR3;SMAD6;AGER;SLC6A4;BMP2;RAB11FIP1;RGCC;ID1;ALDH1A1;SOSTDC1;GAS6;ZNF423
GO_Biological_Process_2023,Second-Messenger-Mediated Signaling (GO:0019932),8/72,0.00015869000133019985,0.0041427576823863,0,0,5.75,50.30420813204108,RCAN1;EDN1;EDNRB;INPP5A;AGTR1;NDNF;CD36;AGTR2
GO_Biological_Process_2023,Angiotensin-Activated Signaling Pathway (GO:0038166),3/6,0.00019068113409261857,0.0046436464420202,0,0,45.60606060606061,390.6117124222631,CA2;CAV1;AGTR1
GO_Biological_Process_2023,Heart Trabecula Formation (GO:0060347),3/6,0.00019068113409261857,0.0046436464420202,0,0,45.60606060606061,390.6117124222631,TGFBR3;HEY1;TEK
GO_Biological_Process_2023,Calcitonin Family Receptor Signaling Pathway (GO:0097646),3/6,0.00019068113409261857,0.0046436464420202,0,0,45.60606060606061,390.6117124222631,RAMP2;CALCRL;RAMP3
GO_Biological_Process_2023,Elastic Fiber Assembly (GO:0048251),3/6,0.00019068113409261857,0.0046436464420202,0,0,45.60606060606061,390.6117124222631,MFAP4;MYH11;FBLN5
GO_Biological_Process_2023,Vascular Wound Healing (GO:0061042),3/6,0.00019068113409261857,0.0046436464420202,0,0,45.60606060606061,390.6117124222631,NDNF;GATA2;CD34
GO_Biological_Process_2023,Positive Regulation Of Protein Kinase B Signaling (GO:0051897),9/93,0.0001824100617028944,0.0046436464420202,0,0,4.9351570415400206,42.48801713966781,SEMA5A;CX3CR1;RAMP3;ANGPT1;TEK;GAS6;FERMT2;ENG;HBEGF
GO_Biological_Process_2023,Cellular Response To Hormone Stimulus (GO:0032870),9/94,0.00019794026895960295,0.0047736274572393,0,0,4.8768460575719645,41.58752540739669,GHR;SOCS2;RAMP2;RAMP3;NR4A3;CAV1;LMO2;KLF9;SLIT2
GO_Biological_Process_2023,Aortic Valve Development (GO:0003176),6/40,0.0002020718506196784,0.0048264084321084,0,0,8.091963545981773,68.83742133609104,BMP2;HEY1;TIE1;SLIT2;SMAD6;TGFBR2
GO_Biological_Process_2023,Regulation Of Fat Cell Differentiation (GO:0045598),8/75,0.00021144619001518168,0.0050022127237877,0,0,5.49169248099127,46.46817566469449,WWTR1;ZFP36;BMP2;IL6;ALOX5;ZBTB16;ADIRF;FERMT2
GO_Biological_Process_2023,Positive Regulation Of Ossification (GO:0045778),6/41,0.00023244411812412908,0.0054470866926446,0,0,7.860362173038229,65.76655546325081,KL;BMP2;ALOX5;ZBTB16;PTN;GPM6B
GO_Biological_Process_2023,Renal System Development (GO:0072001),7/58,0.00024294904208038609,0.0056400506591371,0,0,6.303068050749712,52.458285031614544,MME;FOXF1;WFS1;HYAL2;AGTR1;ITGA8;TCF21
GO_Biological_Process_2023,Actomyosin Structure Organization (GO:0031032),8/77,0.0002540198975639741,0.0058424576439714,0,0,5.3319660924254855,44.13853761728912,EPB41L2;LMOD1;CAPN3;ARRB1;MYH11;SORBS1;MYL9;MYH10
KEGG_2021_Human,Pathways in cancer,26/531,9.947971869812296e-05,0.0058789299819347,0,0,2.417392576696093,22.2776185180774,PTGER4;EPAS1;LAMA4;PIK3R1;EDNRA;EDNRB;HEY1;MECOM;AKT3;EDN1;GADD45B;ZBTB16;PTCH1;FOS;GNG11;TGFBR2;BMP2;IL6;ADCY9;CXCL12;COL4A3;AGTR1;COL4A5;FGFR4;IL7R;FGFR2
KEGG_2021_Human,Relaxin signaling pathway,11/129,0.00011393275158788312,0.0058789299819347,0,0,4.306735375820282,39.10473593612176,EDN1;EDNRB;ADCY9;AKT3;COL4A3;COL4A5;ARRB1;PIK3R1;FOS;GNG11;TGFBR2
GO_Biological_Process_2023,Branching Morphogenesis Of An Epithelial Tube (GO:0048754),6/42,0.0002662964942554153,0.0060686283644995,0,0,7.641627543035994,62.89747390059118,TIE1;TCF21;SLIT2;RASIP1;TGFBR2;ENG
GO_Biological_Process_2023,Heart Morphogenesis (GO:0003007),7/59,0.000270601021190844,0.0061106630603459,0,0,6.181538461538461,50.78050437686504,TGFBR3;BMP2;HEY1;EMP2;TBX3;ENG;TBX2
GO_Biological_Process_2023,Positive Regulation Of Cardiac Muscle Tissue Growth (GO:0055023),4/16,0.0003178985505164967,0.0070505357096694,0,0,15.230529595015575,122.66330798246862,TGFBR3;EDN1;FGFR2;TBX2
GO_Biological_Process_2023,Response To UV-B (GO:0010224),4/16,0.0003178985505164967,0.0070505357096694,0,0,15.230529595015575,122.66330798246862,MFAP4;MME;HYAL1;HYAL2
GO_Biological_Process_2023,Positive Regulation Of Cardiac Epithelial To Mesenchymal Transition (GO:0062043),3/7,0.00032834125777421805,0.0072176963213376,0,0,34.2027972027972,274.356269449787,EMP2;ENG;TGFBR2
GO_Biological_Process_2023,Positive Regulation Of Epithelial Cell Proliferation (GO:0050679),10/123,0.0003407575428161301,0.0074249275118883,0,0,4.079813781822757,32.57461772585032,SEMA5A;NR4A1;BMP2;NR4A3;HYAL1;AKT3;C5AR1;PTN;TEK;FGFR2
GO_Biological_Process_2023,Fat Cell Differentiation (GO:0045444),7/62,0.0003690473672487565,0.0079714231325731,0,0,5.843465240641711,46.190170936027165,NR4A2;NR4A1;PID1;NR4A3;GATA2;KLF4;SMAD6
GO_Biological_Process_2023,Cellular Response To Glucocorticoid Stimulus (GO:0071385),4/17,0.00040865561219892416,0.0087508667301907,0,0,14.05823148813803,109.69128813757357,ZFP36;KLF9;FAM107A;AQP1
GO_Biological_Process_2023,Response To Hydrogen Peroxide (GO:0042542),6/46,0.0004421599152152457,0.0093078409270734,0,0,6.876056338028169,53.10955171235835,EDN1;IL6;CAT;HBB;CLU;AQP1
GO_Biological_Process_2023,Regulation Of Tumor Necrosis Factor Production (GO:0032680),10/127,0.00044016938015247343,0.0093078409270734,0,0,3.93952282577875,30.446014974084036,CX3CR1;IL33;ZFP36;IL6;TYROBP;IRAK3;GAS6;CLU;AGER;HLA-E
KEGG_2021_Human,Fluid shear stress and atherosclerosis,11/139,0.0002207805010777553,0.0094935615463434,0,0,3.968230403800475,33.4059189192278,CDH5;THBD;EDN1;CAV2;DUSP1;CAV1;AKT3;PECAM1;PIK3R1;FOS;KLF2
GO_Biological_Process_2023,Epithelial To Mesenchymal Transition (GO:0001837),6/47,0.000497747997666378,0.0103535148035024,0,0,6.708004122294744,51.01716615811645,TGFBR3;BMP2;HEY1;FOXF2;S100A4;TBX3
GO_Biological_Process_2023,Integrin-Mediated Signaling Pathway (GO:0007229),8/85,0.0005001697972706506,0.0103535148035024,0,0,4.776035285469248,36.300556708005466,FGR;DST;ADAMTS1;ITGA8;NEDD9;FBLN1;PTN;FERMT2
GO_Biological_Process_2023,Regulation Of Urine Volume (GO:0035809),3/8,0.0005169306455877067,0.0103552880938698,0,0,27.36083916083916,207.05593678445663,NPR1;HYAL2;NPR3
GO_Biological_Process_2023,Mesenchyme Morphogenesis (GO:0072132),4/18,0.0005165003857245504,0.0103552880938698,0,0,13.053404539385848,98.79383755335544,BMP2;HEY1;TBX2;ENG
GO_Biological_Process_2023,Vascular Associated Smooth Muscle Cell Differentiation (GO:0035886),3/8,0.0005169306455877067,0.0103552880938698,0,0,27.36083916083916,207.05593678445663,RAMP2;GATA6;ENG
GO_Biological_Process_2023,Ureteric Bud Development (GO:0001657),4/18,0.0005165003857245504,0.0103552880938698,0,0,13.053404539385848,98.79383755335544,GPC3;TCF21;SLIT2;FGFR2
GO_Biological_Process_2023,Positive Regulation Of Phosphorylation (GO:0042327),14/231,0.0005270564943442266,0.0104736666556084,0,0,2.986726346658435,22.54441621830095,NTRK2;ANGPT1;LIMCH1;TIE1;ARRB1;AGER;MARCO;BMP2;PECAM1;TEK;GAS6;FGFR4;FGFR2;ENG
GO_Biological_Process_2023,Cellular Response To Growth Factor Stimulus (GO:0071363),11/155,0.0005621747216213152,0.0110828730833916,0,0,3.5244127738189497,26.375640346659523,TMEM100;NR4A1;ZFP36;BMP2;RAMP2;SEMA6A;HYAL1;HYAL2;NDNF;KLF4;TGFBR2
GO_Biological_Process_2023,Cell-Matrix Adhesion (GO:0007160),9/109,0.000597509272556682,0.011686716795518,0,0,4.142127659574468,30.74593979260956,ECM2;COL13A1;ITGA8;EMP2;SORBS1;CD34;LYVE1;FBLN5;FERMT2
GO_Biological_Process_2023,Negative Regulation Of Cell Population Proliferation (GO:0008285),19/379,0.0006352036256966907,0.0121027694628755,0,0,2.454613935969868,18.069799892484376,CDKN1C;KANK2;GATA6;FBLN1;ADARB1;GATA2;SMAD6;TBX3;TGFBR3;KAT2B;BMP2;IL6;RGCC;ADAMTS1;RPS6KA2;COL4A3;OGN;MMRN2;ADAMTS8
GO_Biological_Process_2023,Negative Regulation Of Protein Kinase Activity (GO:0006469),8/88,0.0006316210438782805,0.0121027694628755,0,0,4.59622641509434,33.861415571959775,CDKN1C;WWTR1;PTPRB;CAMK2N1;HYAL2;CAV1;SH3BP5;ADARB1
GO_Biological_Process_2023,Response To Lipid (GO:0033993),9/110,0.0006385890402505596,0.0121027694628755,0,0,4.100905835264378,30.16728625408073,SOCS2;SLPI;GPX3;GATA6;IRAK3;CD36;SMAD6;FGFR4;ABCG1
GO_Biological_Process_2023,Atrioventricular Valve Morphogenesis (GO:0003181),4/19,0.0006431423386069129,0.0121027694628755,0,0,12.182554517133957,89.53135342572581,BMP2;HEY1;SMAD6;TGFBR2
GO_Biological_Process_2023,Negative Regulation Of Cell Motility (GO:2000146),10/133,0.0006336053161824148,0.0121027694628755,0,0,3.7461950448888377,27.58729621617513,CLDN5;DACH1;LIMCH1;MMRN2;NEDD9;FBLN1;ADARB1;SLIT2;RECK;ENG
GO_Biological_Process_2023,Negative Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043537),5/33,0.0006620027567771287,0.0123640214122886,0,0,8.17162930746069,59.8182945671836,STARD13;RGCC;MMRN2;AGTR2;KLF4
GO_Biological_Process_2023,Cellular Response To Peptide Hormone Stimulus (GO:0071375),8/89,0.0006811605470894147,0.0125478543351972,0,0,4.539249941765665,33.09890566643032,NR4A2;KAT2B;NR4A1;NR4A3;PLA2G1B;CAV1;PIK3R1;SORBS1
GO_Biological_Process_2023,Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0017015),9/111,0.0006819486051737614,0.0125478543351972,0,0,4.06049228201919,29.60324743324703,CDKN1C;BMP2;ZEB2;CAV1;LTBP4;SMAD6;FOLR1;DKK3;ENG
GO_Biological_Process_2023,Blood Circulation (GO:0008015),6/50,0.000697612812816483,0.0126486877885849,0,0,6.249679897567222,45.42171303560032,CXCL12;NPR1;COL4A3;AGTR1;OLR1;SERPING1
GO_Biological_Process_2023,Cell Chemotaxis (GO:0060326),6/50,0.000697612812816483,0.0126486877885849,0,0,6.249679897567222,45.42171303560032,SEMA5A;NR4A1;DOCK4;CXCL12;AGTR1;HBEGF
GO_Biological_Process_2023,Positive Regulation Of Signal Transduction (GO:0009967),15/266,0.0007149584171083357,0.01286925150795,0,0,2.768351056206827,20.05195893255968,MACF1;VWF;CAV2;EMP2;PIK3R1;SORBS1;KLF2;BMP2;IL6;TEK;GAS6;IL7R;LIMS2;FGFR2;SASH1
KEGG_2021_Human,Endocytosis,15/252,0.0004078842392995042,0.013154266717409,0,0,2.934007224600067,22.898539045695863,CAV2;CAV1;NEDD4L;ARRB1;HLA-E;TGFBR2;SNX1;RAB11FIP1;GRK5;RUFY2;PIP5K1B;FGFR4;LDLR;FOLR1;FGFR2
KEGG_2021_Human,Cell adhesion molecules,11/148,0.0003799218442547354,0.013154266717409,0,0,3.705827279504829,29.185409499786207,CDH5;CLDN5;NFASC;CADM1;ICAM2;ITGA8;PECAM1;CLDN18;CD34;JAM2;HLA-E
GO_Biological_Process_2023,Regulation Of Blood Circulation (GO:1903522),5/34,0.000762523905347984,0.0131615423668051,0,0,7.889445207138819,56.6373543631843,DES;FXYD1;AGTR1;AGER;TBX2
GO_Biological_Process_2023,Cellular Response To Hydrogen Peroxide (GO:0070301),5/34,0.000762523905347984,0.0131615423668051,0,0,7.889445207138819,56.6373543631843,EDN1;IL6;CAT;CLU;AQP1
GO_Biological_Process_2023,Smooth Muscle Tissue Development (GO:0048745),3/9,0.0007629879632930497,0.0131615423668051,0,0,22.7995337995338,163.66117078052136,PTCH1;ENG;MYLK
GO_Biological_Process_2023,Vasoconstriction (GO:0042310),3/9,0.0007629879632930497,0.0131615423668051,0,0,22.7995337995338,163.66117078052136,EDN1;EDNRA;EDNRB
GO_Biological_Process_2023,Positive Regulation Of Vasculogenesis (GO:2001214),3/9,0.0007629879632930497,0.0131615423668051,0,0,22.7995337995338,163.66117078052136,TMEM100;RRAS;CD34
GO_Biological_Process_2023,Response To Laminar Fluid Shear Stress (GO:0034616),3/9,0.0007629879632930497,0.0131615423668051,0,0,22.7995337995338,163.66117078052136,KLF4;SMAD6;KLF2
GO_Biological_Process_2023,Microglial Cell Activation (GO:0001774),4/20,0.0007903084911689689,0.0134460704935871,0,0,11.42056074766355,81.57806122009228,CX3CR1;TYROBP;C5AR1;CLU
GO_Biological_Process_2023,Leukotriene Metabolic Process (GO:0006691),4/20,0.0007903084911689689,0.0134460704935871,0,0,11.42056074766355,81.57806122009228,PLA2G1B;ALOX5;ALOX5AP;DPEP2
GO_Biological_Process_2023,Positive Regulation Of Cell-Substrate Adhesion (GO:0010811),7/71,0.0008452627002974646,0.0142832146091081,0,0,5.0194117647058825,35.51667044439719,ECM2;NEDD9;EMP2;NDNF;CD36;FERMT2;LIMS2
KEGG_2021_Human,Axon guidance,12/182,0.0006204397944519489,0.0152968696978434,0,0,3.260168067226891,24.07660846298548,SEMA5A;EFNB2;ABLIM1;SEMA6A;CXCL12;RRAS;DPYSL2;PTCH1;SEMA3G;PIK3R1;SLIT2;MYL9
KEGG_2021_Human,Renin secretion,7/69,0.0007114823115276031,0.0152968696978434,0,0,5.181859582542694,37.558947359896464,PTGER4;EDNRA;EDN1;NPR1;AGTR1;ADRB2;AQP1
KEGG_2021_Human,FoxO signaling pathway,10/131,0.0005625726538010781,0.0152968696978434,0,0,3.80850730484509,28.499023105049933,IL6;GADD45B;AKT3;CAT;TNFSF10;S1PR1;PIK3R1;IL7R;KLF2;TGFBR2
KEGG_2021_Human,MAPK signaling pathway,16/294,0.0007054244786849287,0.0152968696978434,0,0,2.668788046485888,19.366623143699613,NTRK2;GADD45B;ANGPT1;DUSP1;CACNA2D2;ARRB1;FOS;TGFBR2;NR4A1;RRAS;MECOM;RPS6KA2;AKT3;TEK;FGFR4;FGFR2
KEGG_2021_Human,Signaling pathways regulating pluripotency of stem cells,10/143,0.001109000210381,0.0166625481011448,0,0,3.4627445390728004,23.561540135230697,MEIS1;AKT3;ID1;ID4;ID3;PIK3R1;FGFR4;KLF4;FGFR2;TBX3
KEGG_2021_Human,PPAR signaling pathway,7/74,0.0010823173413609,0.0166625481011448,0,0,4.793924495171203,32.7360365792578,FABP4;ACADL;FABP5;OLR1;LPL;CD36;SORBS1
KEGG_2021_Human,Rheumatoid arthritis,8/93,0.0009115657818457786,0.0166625481011448,0,0,4.324750277469478,30.27475175559084,IL6;CXCL12;ANGPT1;ACP5;FOS;TEK;CXCL3;CXCL2
KEGG_2021_Human,Regulation of actin cytoskeleton,13/218,0.0009573230642106176,0.0166625481011448,0,0,2.9305431049537227,20.37128837821984,PIK3R1;MYLK;DIAPH2;CXCL12;RRAS;ITGA8;PIP5K1B;MYH11;FGFR4;MYL9;MYH10;FGFR2;ARHGEF6
KEGG_2021_Human,Transcriptional misregulation in cancer,12/192,0.0009919982904994312,0.0166625481011448,0,0,3.077460317460317,21.283066746807418,IL6;MEIS1;NR4A3;GADD45B;HPGD;ZBTB16;LMO2;TSPAN7;ETV1;ERG;FLI1;TGFBR2
KEGG_2021_Human,Regulation of lipolysis in adipocytes,6/55,0.0011625033558938,0.0166625481011448,0,0,5.610520264443806,37.9112927044016,ADCY9;FABP4;NPR1;AKT3;ADRB2;PIK3R1
GO_Biological_Process_2023,Positive Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090100),8/95,0.0010481473140761,0.0175918778930081,0,0,4.224896985469529,28.985882295006014,CDKN1C;GDF10;CDH5;ZEB2;BMP2;ZNF423;TGFBR2;ENG
GO_Biological_Process_2023,Negative Regulation Of Sprouting Angiogenesis (GO:1903671),3/10,0.0010725590380541,0.0177615776701768,0,0,19.541458541458542,133.6187846948968,SEMA6A;ALOX5;KLF2
GO_Biological_Process_2023,Angiogenesis Involved In Wound Healing (GO:0060055),3/10,0.0010725590380541,0.0177615776701768,0,0,19.541458541458542,133.6187846948968,NDNF;GATA2;CD34
GO_Biological_Process_2023,Positive Regulation Of Cholesterol Efflux (GO:0010875),4/22,0.0011531682103111,0.0184804505446,0,0,10.150571131879545,68.6710717601406,ABCA3;CAV1;PTCH1;ABCA8
GO_Biological_Process_2023,Cellular Response To Cytokine Stimulus (GO:0071345),16/308,0.0011521372729319,0.0184804505446,0,0,2.5389884088514227,17.179142306864282,EGR1;PID1;MME;DUSP1;AQP4;IRAK3;GHR;DUOX1;ZFP36;IL6;CXCL12;HYAL1;HYAL2;MNDA;GAS6;IL7R
GO_Biological_Process_2023,Regulation Of Ossification (GO:0030278),5/37,0.0011328075525732,0.0184804505446,0,0,7.148711943793911,48.49011464270792,BMP2;ZBTB16;S1PR1;PTN;SMAD6
GO_Biological_Process_2023,Positive Regulation Of Intracellular Signal Transduction (GO:1902533),23/525,0.0011420012693027,0.0184804505446,0,0,2.1357991018809845,14.469981368860871,SEMA5A;CX3CR1;NTRK2;RAMP3;VWF;ANGPT1;CAV2;CAV1;ADRB2;AGER;DCN;FGR;BMP2;IL6;TNFSF10;S100A4;TEK;GAS6;FERMT2;FGFR2;SASH1;ENG;HBEGF
GO_Biological_Process_2023,Aortic Valve Morphogenesis (GO:0003180),5/37,0.0011328075525732,0.0184804505446,0,0,7.148711943793911,48.49011464270792,HEY1;TIE1;SLIT2;SMAD6;TGFBR2
KEGG_2021_Human,Renin-angiotensin system,4/23,0.0013723436655277,0.0186349824055868,0,0,9.61583866207575,63.38025518978896,CPA3;MME;AGTR1;AGTR2
KEGG_2021_Human,Focal adhesion,12/201,0.0014694729785984,0.0189562014239193,0,0,2.929554043839758,19.10904587328252,VWF;CAV2;CAV1;LAMA4;AKT3;COL4A3;ITGA8;COL4A5;PIP5K1B;PIK3R1;MYL9;MYLK
GO_Biological_Process_2023,Fatty Acid Transport (GO:0015908),5/38,0.0012816083482718,0.0201488299816912,0,0,6.931729472713079,46.16281917608276,FABP4;FABP5;SLCO2A1;CD36;SLC27A3
GO_Biological_Process_2023,Positive Regulation Of Bone Mineralization (GO:0030501),5/38,0.0012816083482718,0.0201488299816912,0,0,6.931729472713079,46.16281917608276,KL;BMP2;ALOX5;PTN;GPM6B
GO_Biological_Process_2023,Positive Regulation Of Protein Modification Process (GO:0031401),13/225,0.001276055469098,0.0201488299816912,0,0,2.83275543747467,18.87743018040321,EGR1;NTRK2;ANGPT1;LIMCH1;ARRB1;AGER;MARCO;CDH5;BMP2;PECAM1;TEK;GAS6;ENG
GO_Biological_Process_2023,Regulation Of Cellular Response To Transforming Growth Factor Beta Stimulus (GO:1903844),4/23,0.0013723436655277,0.0213056354073177,0,0,9.61583866207575,63.38025518978896,LTBP4;FOLR1;DKK3;ENG
