probe,log2FC,pvalue,padj
209655_s_at,-1.214524676932089,2.6134405950391497e-19,1.064630654099769e-17
204580_at,2.377324589106265,2.872949724049754e-19,1.1660826721493746e-17
205019_s_at,-1.9306720493617195,2.91135648575655e-19,1.1795228467656946e-17
202870_s_at,1.6743381674802942,3.5962943492862855e-19,1.431004053306184e-17
218883_s_at,1.4947552987519366,3.615707036420179e-19,1.4336085390133606e-17
209803_s_at,2.008462790723785,3.6338268719583967e-19,1.4382338221642798e-17
206377_at,-1.0534033000760026,4.236789824336958e-19,1.6533868240928272e-17
202552_s_at,-1.091931744219563,4.2808556636796093e-19,1.6676627054855372e-17
218974_at,-1.1675234681280786,4.3137490473041016e-19,1.6775439794254328e-17
214710_s_at,1.4712781688567933,4.876644031358278e-19,1.8767920371460536e-17
212143_s_at,1.6706523610960584,5.558881782436138e-19,2.1319890319797668e-17
201131_s_at,1.1619630916150587,6.245013796015941e-19,2.3787631182328755e-17
201496_x_at,-1.6575272639539058,6.256128032738659e-19,2.3789300504012893e-17
203821_at,-1.4235215780851505,6.487545792914276e-19,2.4585371242093337e-17
202949_s_at,1.4432364307269534,6.739697900139929e-19,2.549757017127641e-17
201843_s_at,-1.5880015739887385,7.403697103128304e-19,2.782067159342462e-17
201037_at,1.4235799712371549,7.749223543553073e-19,2.9070024953029144e-17
218625_at,-1.1962547303655873,8.80892018808951e-19,3.2769477220567375e-17
212741_at,-1.5775240420288537,9.223143619244056e-19,3.4253218211269214e-17
204042_at,-1.2222859891439137,9.350380751351545e-19,3.466797575413752e-17
218930_s_at,1.2392195189848714,1.1173042095150614e-18,4.0881592283455026e-17
202587_s_at,-1.3256450496724153,1.1323406086568017e-18,4.136384554540904e-17
204223_at,-1.109654463620691,1.293857583806181e-18,4.7032672985241645e-17
222036_s_at,1.2635510384458115,1.3317504971923687e-18,4.825267695762204e-17
37512_at,-1.9782462714035907,1.3443790634106878e-18,4.863116667204603e-17
201328_at,-1.3320512639271644,1.3652616329986361e-18,4.9306523449122544e-17
200644_at,1.0494340110981693,1.3820005885590357e-18,4.983028982987216e-17
201563_at,1.320232157359607,1.4294018611148697e-18,5.1290437473788474e-17
203256_at,1.8402256237441943,1.6265132946568897e-18,5.789711780325794e-17
202861_at,-1.088758004672414,1.6889182677188094e-18,6.00225929179876e-17
208438_s_at,-1.1254264012723443,1.7360189544617164e-18,6.159826490807392e-17
209301_at,-1.6698807976769885,1.750951009824977e-18,6.202931852453094e-17
221019_s_at,-1.1373225041653772,1.9648790985753135e-18,6.916808997401849e-17
204442_x_at,-1.499282110814569,2.037208496220071e-18,7.14883731043651e-17
213456_at,-2.292405263329348,2.0364367139848943e-18,7.14883731043651e-17
201150_s_at,-1.390554978046449,2.3674907458539534e-18,8.26877684794101e-17
220266_s_at,-1.5826255032456018,2.4153975492076976e-18,8.409734935780488e-17
220037_s_at,-1.3275414853050664,2.7902110934741937e-18,9.654390340976003e-17
204236_at,-1.1808447072251917,2.8010170954585426e-18,9.676754098930652e-17
202068_s_at,-1.3894571891259702,2.8515324791342336e-18,9.836021398227264e-17
203060_s_at,-1.4725427307821946,2.944225685933294e-18,1.014005888093533e-16
202555_s_at,-1.3026259372702302,3.1594476035751063e-18,1.0834563893941656e-16
202786_at,1.0323140712079528,3.1690593085595784e-18,1.0847334650174052e-16
201058_s_at,-1.4218197513539756,3.632613655197263e-18,1.2414958601036906e-16
202705_at,1.1139742471432097,4.109293398021388e-18,1.3958442803065639e-16
210095_s_at,1.653610219732231,4.289959548954392e-18,1.454994956306708e-16
217628_at,-1.06767667047537,5.05970852080067e-18,1.7056805592889763e-16
216623_x_at,2.311316003019,5.502310525706902e-18,1.8382006813242413e-16
219689_at,-1.5795916846622102,5.8387053090673374e-18,1.9360695000289804e-16
213668_s_at,1.259799403374033,6.012573842609807e-18,1.9907605190917436e-16
202202_s_at,-1.177093306693525,6.0705235812618725e-18,2.0069655335498265e-16
218901_at,-1.3125283055246317,6.432304985632552e-18,2.117149955610785e-16
219295_s_at,-1.5475210868251228,6.506080395806736e-18,2.135125028862467e-16
208370_s_at,-1.1942552607836028,6.643269534079534e-18,2.1737441266944825e-16
203543_s_at,-1.5216699292037301,6.968674302662343e-18,2.2702188521377923e-16
211747_s_at,1.0238433411590417,6.985934511099282e-18,2.2725193972383256e-16
211343_s_at,-1.1590903465805775,7.014397717754144e-18,2.278452249922968e-16
222162_s_at,-1.881163858079523,7.223155067217825e-18,2.336045926891361e-16
206855_s_at,-1.0536191727987347,7.300800163352821e-18,2.3570044683068784e-16
207828_s_at,1.3416688217448973,7.309114964771588e-18,2.3570044683068784e-16
204825_at,1.3636410135562986,7.635546902604952e-18,2.455164381396048e-16
214438_at,-1.0569022544968334,8.024037312737204e-18,2.5726564523701166e-16
204897_at,-1.4236003038571443,8.087679415135783e-18,2.589335638038372e-16
212538_at,-1.1885269036439148,8.18938950868109e-18,2.6181372513908276e-16
207069_s_at,-1.717381686541521,8.654103019903602e-18,2.762741799319656e-16
203485_at,-1.0856125548212532,8.744520170559382e-18,2.7876129178909116e-16
202311_s_at,2.2237682030024626,1.0893743863892475e-17,3.443195666937816e-16
204653_at,1.1059183129655183,1.2554013665499229e-17,3.9400153029340746e-16
213348_at,-1.178146819050668,1.3000576653147843e-17,4.0629992925959806e-16
210052_s_at,1.0980078606875443,1.4467374581501693e-17,4.488401540909419e-16
209616_s_at,-1.8963265627804358,1.4794753910931516e-17,4.578770852740097e-16
212386_at,-1.003414391510205,1.592529481854576e-17,4.894666819884898e-16
203753_at,-1.0306539844697404,1.596430283236759e-17,4.899897520849133e-16
204675_at,1.535190685125614,1.727664384024152e-17,5.27363636564523e-16
204767_s_at,1.0490176202178043,1.9607937900359363e-17,5.960759621196558e-16
214774_x_at,2.4379600051646717,2.0082016398677963e-17,6.09656091841609e-16
203542_s_at,-1.4036142915615795,2.029233669482238e-17,6.152029096200368e-16
219747_at,-1.5472184407304752,2.0774666279236813e-17,6.281165382635466e-16
201428_at,1.1221913786055602,2.092727296371615e-17,6.318732025074349e-16
213891_s_at,-1.0051869070330746,2.1029974842080633e-17,6.341149247714247e-16
201830_s_at,1.400379946542225,2.1757749868183555e-17,6.542887183707614e-16
219054_at,-1.0538419128075294,2.4413392345543202e-17,7.292273748468355e-16
204023_at,1.1105733310070365,2.666686360421385e-17,7.933480930476598e-16
203953_s_at,1.9082694971418004,2.7026175375108316e-17,8.018964925213563e-16
219918_s_at,1.4829959421713559,2.852716795984681e-17,8.430648324260828e-16
202856_s_at,1.3324906325028136,3.076426112713019e-17,9.03188446239581e-16
38691_s_at,-2.989549250545041,3.139559511340247e-17,9.205105867262465e-16
210559_s_at,1.3801085238420114,3.200560634851066e-17,9.347063253785886e-16
203845_at,-1.0080723017670667,3.539726779314661e-17,1.02436015355154e-15
202149_at,-1.4649922091685443,4.0022784648651595e-17,1.1507454326785851e-15
214475_x_at,-1.1384841509725563,4.0744455701638406e-17,1.166977771721862e-15
204401_at,1.0760094176294848,4.284231194427033e-17,1.2239169705822765e-15
209911_x_at,1.2938033445967605,4.6393308869414827e-17,1.3202836545813162e-15
209008_x_at,1.3425776695380023,4.705440909552817e-17,1.3373895381067018e-15
208161_s_at,1.178726824464814,4.870584086149088e-17,1.3825633782377087e-15
206331_at,-1.0704986959035896,4.9104687037160386e-17,1.3915529595661937e-15
205107_s_at,1.0940989288648826,4.914742984241773e-17,1.3915529595661937e-15
209815_at,-1.2243839685872624,5.570273571521725e-17,1.5672020958865983e-15
219134_at,-1.014164633786419,6.318623657429401e-17,1.7688177256092882e-15
209109_s_at,1.1594070928923301,6.721064600825674e-17,1.8744115456845866e-15
204320_at,1.8164795508793095,7.42530349154884e-17,2.052829251888124e-15
202345_s_at,-1.523343455923646,7.574367237060369e-17,2.091445169063398e-15
201897_s_at,1.1390594745918357,7.748895791605915e-17,2.136988179756864e-15
202668_at,-1.205682578321957,7.80995694039628e-17,2.1511652719759e-15
209714_s_at,1.210943041725896,8.402901668912709e-17,2.3002685244272957e-15
217901_at,1.3020795960541864,8.414319178004347e-17,2.300567782128477e-15
219957_at,-1.0224077621931746,8.494312126509743e-17,2.319592611703635e-15
204497_at,-1.0770250327280086,9.593458634046233e-17,2.6069638871030757e-15
203058_s_at,-1.2280951689334998,9.769528514650529e-17,2.651576174079875e-15
203362_s_at,1.4207424380372977,9.916495391928932e-17,2.688190593897231e-15
214265_at,-1.2491327822751597,1.1319661242693305e-16,3.0426539381294928e-15
201666_at,1.2950696657522869,1.222946446114293e-16,3.2753504397553835e-15
38037_at,-1.3751807304813504,1.242120860378391e-16,3.318726514605718e-15
203435_s_at,-1.1555194278240677,1.2414593315377745e-16,3.318726514605718e-15
220088_at,-1.1742900824802973,1.3009828847954907e-16,3.4552802886648292e-15
34210_at,-1.5570280462410242,1.3691493731819043e-16,3.6190694522671854e-15
203214_x_at,1.1502274304602373,1.4415150051890574e-16,3.792358779294896e-15
209447_at,-1.055712231516889,1.5006612551840364e-16,3.920191647041721e-15
208308_s_at,1.10859841402322,1.6257800572171056e-16,4.222291027385637e-15
203087_s_at,1.004943703133355,1.659344163594892e-16,4.299437906672671e-15
204081_at,-1.1344713555802244,1.6904076425781535e-16,4.37483780482799e-15
215108_x_at,1.8848928607470086,1.8114381257971528e-16,4.677204606852602e-15
220334_at,1.1144394718339186,1.9391317180160044e-16,4.9780728194182746e-15
218350_s_at,1.0880472786045043,2.0543240233197418e-16,5.267721773490657e-15
201842_s_at,-1.4022588023574958,2.1302781407221936e-16,5.456205495369269e-15
203373_at,-1.3580107144222389,2.2095657866648386e-16,5.6463021128730045e-15
202095_s_at,1.2811824561154124,2.2855072139631793e-16,5.826997396881181e-15
208961_s_at,-1.1949849157755121,2.6349899889727035e-16,6.657084118398951e-15
205960_at,-1.2734846701189317,2.6665029837423626e-16,6.729069760671694e-15
215028_at,-1.4898208347649557,2.7817507399835783e-16,7.0040397445258845e-15
203603_s_at,-1.1481407296069666,2.8569208495360377e-16,7.18518818173945e-15
202310_s_at,2.328321875919775,2.8889870199925423e-16,7.257643491149248e-15
204661_at,-1.2920888517188587,3.000565992353234e-16,7.49569641340887e-15
205316_at,-1.1104724582318806,3.909382891160203e-16,9.604496026871313e-15
206102_at,1.1972827176520067,3.9862730476863294e-16,9.782612590483973e-15
218326_s_at,1.228538622748415,4.1766398411881667e-16,1.0197989817974209e-14
214437_s_at,1.0048298707688232,4.1899379957372253e-16,1.0214922139935732e-14
214581_x_at,1.3341992505126665,4.220850548996746e-16,1.0272317987284426e-14
202014_at,-1.1384260292244885,4.750296641224867e-16,1.1455720785326158e-14
201250_s_at,1.0591177523504562,4.89199545931558e-16,1.173394346823779e-14
212224_at,-1.7918496844542569,4.97477680967577e-16,1.1868624373662226e-14
207826_s_at,-1.0829064507508814,4.974220395289107e-16,1.1868624373662226e-14
203878_s_at,1.4285393688796617,5.230594529057846e-16,1.2452279689208973e-14
222067_x_at,1.0692418460798727,5.238786570314399e-16,1.245847184058866e-14
204049_s_at,-1.2260771431382835,5.3046903300479485e-16,1.2588329565970015e-14
204641_at,1.51536540395848,5.314399871754843e-16,1.2597954504501402e-14
208650_s_at,2.087696264123154,5.922573059904626e-16,1.3950602060661183e-14
202133_at,-1.0099931628645322,6.038595306969175e-16,1.4193883884514148e-14
206101_at,-1.0331448267913448,6.722141299953382e-16,1.566835508230766e-14
201689_s_at,1.3421624471745242,6.884502812595769e-16,1.599659814109192e-14
206874_s_at,-1.0269301384461649,8.140836952166798e-16,1.868200512926187e-14
204681_s_at,-1.0248783413078808,8.16685213923943e-16,1.871246828241862e-14
204438_at,-1.5720616723754386,8.17090680733892e-16,1.871246828241862e-14
207480_s_at,-1.104891829655875,8.262788845825558e-16,1.8903462407754716e-14
